0.099744655,0.857282519,0.042972807,,33.52036,-86.81064
0.021248478,0.141179815,0.837571681,,39.9526,-75.1652
0.018994085,0.249099836,0.731906056,,51.5074,-0.1277
0.801248312,0.189069539,0.009682196,,25.7566,-79.7915
0.396413296,0.433235675,0.170351014,,14.4793,-2.3
0.726323664,0.264596105,0.009080249,,52.9,-82.1469
0.933787882,0.059086308,0.007125742,,-23.5558,-122.0259
0.017290354,0.914577782,0.068131879,,23.5558,-114.07
0.71285522,0.270345271,0.016799478,,14.585,-86.81064
0.69813478,0.285728365,0.016136818,,37.9817,-122.4194
0.653980434,0.325687349,0.02033226,,51.05,-86.7816
0.026146695,0.898519993,0.075333335,,33.52036,-74.006
0.008796247,0.833143175,0.15806058,,37.7749,-3.436
0.033599187,0.896084785,0.070316121,,36.1627,-74.006
0.020002587,0.516476989,0.463520408,,55.3781,-121.843
0.401690394,0.582208574,0.016101047,,40.7128,-95.7129
0.309845507,0.622261405,0.06789317,,31.7769,-122.4194
0.385207176,0.537044227,0.077748522,,37.288,-96.797
0.049368545,0.862690091,0.087941296,,37.0902,-91.1871
0.255874991,0.68619585,0.057929147,,37.7749,-111.8939
0.873015046,0.114986368,0.011998578,,32.7767,-88.7879
0.007246899,0.549709082,0.443044066,,30.4515,-119.3614
0.140131369,0.784226418,0.075642295,,40.7607,-87.6324
0.026146695,0.898519993,0.075333335,,43.7844,-74.006
0.401453406,0.581688643,0.016857974,,46.3043,-95.7129
0.017504839,0.819474757,0.163020462,,41.8832,133.7751
0.158635274,0.703694761,0.137669995,,40.7128,-119.4179
0.59086746,0.390700191,0.018432332,,37.0902,-77.0369
0.572985828,0.401730865,0.025283307,,-25.2744,-77.0522
0.629352331,0.356986463,0.013661254,,25.2744,-81.6638
0.593393624,0.386555195,0.020051206,,36.7783,-77.0281
0.01317575,0.280045003,0.706779242,,38.9073,-85.6024
0.219814643,0.693882346,0.08630304,,39.2449,-74.006
0.324988216,0.596361041,0.07865075,,38.9961,-106.3468
0.356081665,0.617682219,0.026236126,,40.5512,-112.0725
0.916598439,0.079053819,0.004347784,,12.8797,-76.8941
0.721632063,0.256576806,0.02179114,,40.7128,-0.0866
0.559968174,0.402513027,0.037518788,,56.1304,-115.1391
0.813582718,0.179327399,0.007089897,,33.4483,-80.0158
0.001695376,0.023096746,0.975207925,,40.2412,-66.4681
0.629556477,0.30212754,0.068316005,,51.5311,-74.006
0.120847598,0.816905797,0.062246609,,40.4468,-118.3534
0.68043083,0.307719618,0.011849508,,18.3353,-74.4994
0.412264556,0.545322001,0.042413462,,40.7128,-74.006
0.802568018,0.189864188,0.007567754,,33.9391,-84.27
0.006177979,0.79043138,0.203390613,,39.4321,-106.3468
0.005630057,0.600004435,0.394365489,,40.7128,-83.4563
0.622336209,0.348585725,0.029078053,,37.8393,-2.6103
0.002254184,0.03473017,0.963015676,,-1.2921,-99.9018
0.4633632,0.512740374,0.02389643,,1.2921,-85.8896
0.459140897,0.511732459,0.029126609,,56.1304,-73.8646
0.106002435,0.691113412,0.202884153,,31.951,-81.0351
0.364158332,0.62029618,0.015545547,,53.2326,-99.9018
0.099270977,0.478865236,0.421863735,,31.9686,-95.2353
0.314734697,0.661457956,0.023807352,,42.2173,-82.4869
0.099924587,0.823446393,0.076629065,,34.0008,-72.9279
0.514566302,0.464593679,0.020839989,,38.9717,-0.1277
0.591234505,0.393668205,0.015097255,,-0.7893,-80.8409
0.061802085,0.375224769,0.562973142,,0.7893,-74.006
0.591234505,0.393668205,0.015097255,,42.9125,-80.8409
0.896439552,0.09860304,0.004957386,,41.3083,-77.1529
0.826493144,0.166748449,0.00675841,,35.2271,-86.5804
0.243094146,0.716615796,0.040290058,,40.7128,-121.843
0.135096267,0.810025513,0.054878209,,39.0832,151.2077
0.075517066,0.889525115,0.034957763,,-25.2744,-119.4179
0.013595214,0.903445482,0.082959346,,25.2744,-97.0929
0.08636611,0.875314653,0.0383192,,35.5175,-119.4179
0.066850789,0.815409124,0.11773999,,37.288,-97.0929
0.064095847,0.896142185,0.039761934,,-38.4161,-119.4179
0.586070716,0.400325745,0.013603472,,38.4161,144.9631
0.051352646,0.917956352,0.030690996,,33.8623,-155.6659
0.853441656,0.140865922,0.005692395,,36.7783,174.886
0.088921696,0.874726593,0.03635167,,35.0078,-154.4931
0.020977378,0.404970497,0.574052155,,35.0078,-0.1277
0.621755183,0.359282494,0.018962299,,36.7783,-122.3328
0.911840022,0.082682766,0.005477265,,-37.8136,-83.7816
0.92506361,0.07112024,0.00381618,,37.8136,-3.0666
0.702347398,0.281168818,0.016483802,,41.3874,-81.5158
0.782800198,0.208585352,0.008614456,,19.8987,-74.006
0.324316114,0.613240778,0.062443111,,40.9006,-77.0369
0.909092546,0.08464428,0.006263105,,63.5888,-71.3824
0.959712386,0.036241952,0.00404562,,38.4161,-7.3055
0.721341789,0.269309878,0.00934829,,37.4045,-122.4194
0.925795496,0.069903485,0.004300982,,-38.4161,-93.0557
0.733199596,0.258434951,0.008365349,,38.4161,-82.4588
0.293636739,0.610104203,0.096259013,,42.1667,-89.7045
0.720282376,0.273618281,0.006099374,,55.8931,-149.8997
0.802732289,0.191034883,0.006232749,,40.7128,-78.8789
0.332906812,0.651836038,0.015257183,,50.4504,-91.4099
0.293805033,0.690984428,0.015210531,,38.9073,-97.1385
0.666734993,0.319318771,0.013946305,,42.4072,-119.7871
0.002668387,0.043219533,0.954112113,,53.7798,-89.2903
0.016904816,0.930679202,0.052416023,,37.7749,-91.8318
0.00345686,0.139585227,0.856957853,,37.117,0.1482
0.012837787,0.429074585,0.558087647,,27.9517,-81.5158
0.008123604,0.202376097,0.789500296,,48.3794,-83.0368
0.10583479,0.837465644,0.056699518,,61.2176,-103.231
0.112814203,0.835555613,0.051630184,,8.4325,-114.07
0.207530797,0.676497638,0.115971573,,42.8869,-114.07
0.292861372,0.667319655,0.03981895,,39.9356,-86.158
0.00277082,0.201827213,0.795401931,,49.8954,-122.2913
0.019999346,0.544606388,0.435394317,,36.7378,-115.1391
0.079555474,0.854189157,0.066255324,,25.3176,-95.9895
0.041908078,0.49569577,0.462396145,,31.3271,-114.07
0.003715675,0.046192959,0.950091302,,35.201,-16.5765
0.031606745,0.84720999,0.121183224,,51.5403,-71.1948
0.329852283,0.578169882,0.091977835,,27.6648,-116.2833
0.064377792,0.878658295,0.056963902,,42.3141,-114.07
0.003491981,0.022521805,0.973986208,,-3.7327,-114.07
0.016307285,0.848712385,0.134980291,,-23.6156,-120.7401
0.514535546,0.471183151,0.014281286,,44.0805,-99.9018
0.825097084,0.171391919,0.003510929,,51.05,-79.0193
0.748595476,0.240017086,0.011387523,,51.05,-76.6413
0.547106087,0.419935077,0.032958835,,39.7691,-81.5158
0.342830986,0.606253624,0.050915413,,37.8272,-74.173
0.914693058,0.080218621,0.005088329,,36.1551,-81.5158
0.920210242,0.074923493,0.004866294,,51.45,-121.4944
0.026905652,0.406167537,0.566926777,,35.6764,-74.006
0.026905652,0.406167537,0.566926777,,34.0837,-74.006
0.189975277,0.655224979,0.15479973,,31.9686,-75.5108
0.024978019,0.789322615,0.185699478,,39.0458,-81.3789
0.013133692,0.893191099,0.093675166,,27.6648,-79.9449
0.923091114,0.074335679,0.002573161,,40.9191,-2.9707
0.09995947,0.790329635,0.109710909,,22.5744,-99.9018
0.054162245,0.814690709,0.131147072,,27.6648,-74.006
0.006530322,0.106618434,0.886851251,,6.6194,-97.7431
0.087922983,0.863089263,0.048987802,,26.8467,-0.1277
0.001239602,0.018229688,0.980530739,,51.5074,-83.0486
0.294157624,0.466320574,0.239521772,,38.5781,-90.1982
0.61412704,0.350067556,0.035805352,,18.9582,-4.57
0.01346432,0.899108648,0.087427013,,9.082,-83.0425
0.856346905,0.139507711,0.004145429,,40.7128,-83.6597
0.005306469,0.026228154,0.968465388,,20.5937,-85.6024
0.134144098,0.459787756,0.406068116,,40.7128,-3.1883
0.001893276,0.048693467,0.94941324,,20.5937,-112.4506
0.002115414,0.018802896,0.979081631,,28.5384,-118.2426
0.107120387,0.739575922,0.153303728,,37.2709,-86.7816
0.036094606,0.579380512,0.384524912,,31.9686,-120.4357
0.631446838,0.342821777,0.025731426,,30.2672,133.7751
0.775660336,0.211811349,0.012528429,,57.88,133.7751
0.829273224,0.16160354,0.009123188,,42.3297,-74.006
0.903882086,0.092230156,0.003887797,,41.9573,-118.2426
0.727545857,0.265965223,0.006488912,,40.5512,-1.1398
0.950885594,0.045977723,0.003136758,,55.9533,144.9631
0.766650796,0.213315994,0.020033216,,26.8206,144.0848
0.813825548,0.176189676,0.00998474,,36.1627,-85.3094
0.794032276,0.199028939,0.006938776,,3.5952,-86.7816
0.83861661,0.156125307,0.005258055,,34.953,-1.89
0.95123148,0.045031123,0.003737377,,4.5709,-86.5853
0.912339926,0.081171237,0.006488795,,-25.2744,174.7645
0.86474967,0.126233846,0.009016541,,25.2744,-97.3523
0.919704199,0.075860187,0.004435579,,-82.8628,-122.3328
0.67021513,0.317792952,0.011991967,,82.8628,-119.4179
0.742613137,0.24375084,0.013636009,,42.75,-81.3789
0.630779147,0.353092194,0.0161286,,60.1282,-86.81064
0.835196793,0.149618313,0.015184851,,-25.2744,-118.2426
0.375201017,0.601470828,0.023328194,,25.2744,-74.006
0.823340595,0.15970698,0.016952468,,34.0549,-74.006
0.442344725,0.530045927,0.027609335,,52.6369,-93.0977
0.004347571,0.683563411,0.312089026,,-37.8136,-88.3201
0.416073769,0.510271788,0.07365445,,37.8136,-77.1945
0.842873573,0.148064807,0.009061671,,22.5752,-86.2941
0.416546822,0.560424745,0.023028404,,60.1282,-105.0166
0.649428129,0.332434058,0.018137852,,42.75,-97.7431
0.100682266,0.749256194,0.150061533,,36.1627,-74.006
0.870559633,0.119683608,0.009756744,,34.7295,-0.2237
0.758475602,0.220898002,0.020626383,,36.8509,-121.4944
0.224216223,0.75136745,0.024416324,,37.5643,-122.4194
0.398237169,0.51997906,0.081783816,,33.52036,-122.3328
0.256834924,0.61643368,0.126731381,,34.0549,-3.436
0.495403558,0.470239878,0.034356631,,40.7128,-80.1918
0.976189137,0.020903056,0.002907809,,51.4779,151.7817
